R,regime,dv_hohmann_bar,dv_bielliptic_infinite_bar,dv_best_bar,best_endpoint,saving_bar,saving_m_s,best_endpoint_attainable
4.980943490239543,hohmann_only,0.479547185036869,0.599809517660267,0.479547185036869,B->R+,0.0,0.0,yes
5.019301670331496,hohmann_only,0.48047279427407374,0.5990989828995104,0.48047279427407374,B->R+,0.0,0.0,yes
5.057955246262178,hohmann_only,0.48138854876994186,0.5983911683469902,0.48138854876994186,B->R+,0.0,0.0,yes
5.096906492871047,hohmann_only,0.4822945026140013,0.5976860635886732,0.4822945026140013,B->R+,0.0,0.0,yes
5.136157702516067,hohmann_only,0.48319070988709134,0.5969836582503946,0.48319070988709134,B->R+,0.0,0.0,yes
5.175711185208621,hohmann_only,0.4840772246576663,0.5962839419977063,0.4840772246576663,B->R+,0.0,0.0,yes
5.21556926874946,hohmann_only,0.4849541009781372,0.5955869045357246,0.4849541009781372,B->R+,0.0,0.0,yes
5.255734298865697,hohmann_only,0.48582139288124987,0.5948925356089785,0.48582139288124987,B->R+,0.0,0.0,yes
5.296208639348859,hohmann_only,0.48667915437650106,0.5942008250012594,0.48667915437650106,B->R+,0.0,0.0,yes
5.336994672193999,hohmann_only,0.48752743944659216,0.5935117625354698,0.48752743944659216,B->R+,0.0,0.0,yes
5.378094797739886,hohmann_only,0.4883663020439205,0.5928253380734747,0.4883663020439205,B->R+,0.0,0.0,yes
5.41951143481026,hohmann_only,0.48919579608710884,0.5921415415159516,0.48919579608710884,B->R+,0.0,0.0,yes
5.461247020856199,hohmann_only,0.4900159754575729,0.5914603628022422,0.4900159754575729,B->R+,0.0,0.0,yes
5.503304012099552,hohmann_only,0.49082689399612645,0.5907817919102045,0.49082689399612645,B->R+,0.0,0.0,yes
5.545684883677503,hohmann_only,0.4916286054996261,0.5901058188560652,0.4916286054996261,B->R+,0.0,0.0,yes
5.588392129788239,hohmann_only,0.49242116371765265,0.5894324336942727,0.49242116371765265,B->R+,0.0,0.0,yes
5.631428263837725,hohmann_only,0.49320462234923246,0.5887616265173512,0.49320462234923246,B->R+,0.0,0.0,yes
5.674795818587641,hohmann_only,0.49397903503959584,0.5880933874557543,0.49397903503959584,B->R+,0.0,0.0,yes
5.718497346304425,hohmann_only,0.49474445537697576,0.5874277066777205,0.49474445537697576,B->R+,0.0,0.0,yes
5.762535418909492,hohmann_only,0.49550093688944397,0.5867645743891277,0.49550093688944397,B->R+,0.0,0.0,yes
5.806912628130581,hohmann_only,0.49624853304178596,0.5861039808333499,0.49624853304178596,B->R+,0.0,0.0,yes
5.8516315856543,hohmann_only,0.4969872972324147,0.5854459162911133,0.4969872972324147,B->R+,0.0,0.0,yes
